ISO-code,Country or Area,Region,Donor,Agency,Year,Category,Technology,Sub-technology,Finance Group,Finance Type,Amount (2020 USD million)
IDN,Indonesia,Asia,Australia,Australian Government,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.085584
IDN,Indonesia,Asia,Norway,Norwegian Agency for Development Co-operation,2018,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,0.203683123
IDN,Indonesia,Asia,Norway,Norwegian Agency for Development Co-operation,2019,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.616812
IDN,Indonesia,Asia,Norway,Norwegian Agency for Development Co-operation,2020,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,1.615728573
IDN,Indonesia,Asia,Asian Development Bank,Asian Development Bank,2017,Renewables,Geothermal energy,Geothermal energy,Debt,Standard loan,71.697522
IDN,Indonesia,Asia,Asian Development Bank,Asian Development Bank,2017,Renewables,Wind energy,Wind energy n.e.s.,Debt,Standard loan,57.69089895
IDN,Indonesia,Asia,Asian Development Bank,Asian Development Bank,2018,Renewables,Geothermal energy,Geothermal energy,Debt,Standard loan,171.9873182
IDN,Indonesia,Asia,Asian Development Bank,Asian Development Bank,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,5.856467689
IDN,Indonesia,Asia,Asian Development Bank,Asian Development Bank,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,2.158162297
IDN,Indonesia,Asia,Asian Development Bank,Asian Development Bank,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,2.148352469
IDN,Indonesia,Asia,Asian Development Bank,Asian Development Bank,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,2.089493497
IDN,Indonesia,Asia,Asian Development Bank,Asian Development Bank,2020,Renewables,Geothermal energy,Geothermal energy,Debt,Standard loan,292.1792668
IDN,Indonesia,Asia,Japan,Ministry of Foreign Affairs,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.091799308
IDN,Indonesia,Asia,Canada,Global Affairs Canada,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.00682828
IDN,Indonesia,Asia,International Bank for Reconstruction and Development,IBRD,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,125.0713949
IDN,Indonesia,Asia,International Bank for Reconstruction and Development,IBRD,2019,Renewables,Geothermal energy,Geothermal energy,Debt,Standard loan,99.0
IDN,Indonesia,Asia,Climate Investment Funds,Clean Technology Fund,2017,Renewables,Multiple renewables,Multiple renewables,Debt,Concessional loan,55.4094838
IDN,Indonesia,Asia,United Kingdom,Miscellaneous,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.014265777
IDN,Indonesia,Asia,Czech Republic,Czech Development Agency,2018,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,0.011323004
IDN,Indonesia,Asia,United States,U.S. International Development Finance Corporation,2016,Renewables,Wind energy,Onshore wind energy,Debt,Standard loan,127.4262935
IDN,Indonesia,Asia,Climate Investment Funds,Clean Technology Fund,2016,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,51.69617657
IDN,Indonesia,Asia,Climate Investment Funds,Clean Technology Fund,2019,Renewables,Multiple renewables,Multiple renewables,Debt,Concessional loan,72.5
IDN,Indonesia,Asia,Climate Investment Funds,Clean Technology Fund,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,2.5
IDN,Indonesia,Asia,Climate Investment Funds,Clean Technology Fund,2019,Renewables,Geothermal energy,Geothermal energy,Debt,Concessional loan,35.0
IRN,Iran (Islamic Republic of),Middle East,Japan,Japanese International Co-operation Agency,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.084410868
IRN,Iran (Islamic Republic of),Middle East,Japan,Japanese International Co-operation Agency,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.008194903
IRN,Iran (Islamic Republic of),Middle East,Denmark,Investment Fund For Developing Countries,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,3.429140246
IRN,Iran (Islamic Republic of),Middle East,Denmark,Investment Fund For Developing Countries,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Mezzanine Finance,Other hybrid instruments,5.62718e-05
IRN,Iran (Islamic Republic of),Middle East,Germany,Federal Ministry of Education and Research,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.068480212
IRN,Iran (Islamic Republic of),Middle East,Germany,Foreign Office,2017,Renewables,Wind energy,Wind energy n.e.s.,Grants,Standard grant,0.174464128
IRN,Iran (Islamic Republic of),Middle East,Norway,Norwegian Agency for Development Co-operation,2017,Renewables,Wind energy,Wind energy n.e.s.,Grants,Standard grant,0.109580734
IRQ,Iraq,Middle East,Japan,Japanese International Co-operation Agency,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.007379195
IRQ,Iraq,Middle East,Japan,Ministry of Foreign Affairs,2020,Renewables,Solar energy,Off-grid Solar photovoltaic,Grants,Standard grant,0.529049893
IRQ,Iraq,Middle East,Italy,Artigiancassa,2017,Renewables,Renewable hydropower,Renewable hydropower,Debt,Concessional loan,112.9595899
IRQ,Iraq,Middle East,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,130.282703
IRQ,Iraq,Middle East,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Equity,Common equity,130.282703
JOR,Jordan,Middle East,Japan,Japanese International Co-operation Agency,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.002390789
JOR,Jordan,Middle East,Japan,Japanese International Co-operation Agency,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.005208501
JOR,Jordan,Middle East,Spain,Spanish Agency for International Development Co-operation,2019,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.012837
JOR,Jordan,Middle East,OPEC Fund for International Development,OPEC Fund,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,17.41225534
JOR,Jordan,Middle East,Germany,German Investment and Development Company,2019,Renewables,Wind energy,Wind energy n.e.s.,Debt,Standard loan,1.60851
JOR,Jordan,Middle East,Germany,German Investment and Development Company,2019,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,16.13015
JOR,Jordan,Middle East,Germany,German Investment and Development Company,2019,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,12.66523
JOR,Jordan,Middle East,Germany,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,3.605598523
JOR,Jordan,Middle East,Germany,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,3.24639
JOR,Jordan,Middle East,Germany,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,51.86976881
JOR,Jordan,Middle East,United States,U.S. International Development Finance Corporation,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,41.69160042
JOR,Jordan,Middle East,Islamic Development Bank,Islamic Development Bank,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Concessional loan,5.211308122
JOR,Jordan,Middle East,Islamic Development Bank,Islamic Development Bank,2017,Renewables,Wind energy,Wind energy n.e.s.,Debt,Standard loan,57.3580176
JOR,Jordan,Middle East,International Finance Corporation,International Finance Corporation,2018,Renewables,Wind energy,Wind energy n.e.s.,Debt,Standard loan,10.00698558
JOR,Jordan,Middle East,International Finance Corporation,International Finance Corporation,2017,Renewables,Wind energy,Onshore wind energy,Debt,Standard loan,30.72750943
JOR,Jordan,Middle East,International Finance Corporation,International Finance Corporation,2018,Renewables,Wind energy,Onshore wind energy,Debt,Standard loan,13.86128785
JOR,Jordan,Middle East,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,19.80297086
JOR,Jordan,Middle East,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Mezzanine Finance,Subordinated loan,2.240862492
JOR,Jordan,Middle East,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,78.16962183
JOR,Jordan,Middle East,Netherlands,FMO,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,13.62053654
JOR,Jordan,Middle East,European Bank for Reconstruction and Development,EBRD,2016,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,75.76356608
JOR,Jordan,Middle East,Netherlands,FMO,2016,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,14.05293453
JOR,Jordan,Middle East,European Bank for Reconstruction and Development,EBRD,2016,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,38.71225033
JOR,Jordan,Middle East,European Bank for Reconstruction and Development,EBRD,2016,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,29.46701867
JOR,Jordan,Middle East,European Bank for Reconstruction and Development,EBRD,2017,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,21.54524568
JOR,Jordan,Middle East,European Bank for Reconstruction and Development,EBRD,2017,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,31.10383538
JOR,Jordan,Middle East,European Bank for Reconstruction and Development,EBRD,2017,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,24.99735334
JOR,Jordan,Middle East,Netherlands,FMO,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,24.39805633
JOR,Jordan,Middle East,European Bank for Reconstruction and Development,EBRD,2018,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,64.99011464
JOR,Jordan,Middle East,European Bank for Reconstruction and Development,EBRD,2019,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,14.923437
JOR,Jordan,Middle East,European Bank for Reconstruction and Development,EBRD,2019,Renewables,Multiple renewables,Multiple renewables,Equity,Common equity,0.559722
JOR,Jordan,Middle East,European Bank for Reconstruction and Development,EBRD,2020,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,14.60896334
JOR,Jordan,Middle East,Netherlands,FMO,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,28.91506861
JOR,Jordan,Middle East,Netherlands,FMO,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,4.901214093
JOR,Jordan,Middle East,Netherlands,FMO,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,32.46530702
JOR,Jordan,Middle East,Netherlands,FMO,2019,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,24.61
JOR,Jordan,Middle East,Germany,Foreign Office,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.006581742
JOR,Jordan,Middle East,Finland,Ministry of Foreign Affairs,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.140877065
JOR,Jordan,Middle East,France,French Development Agency,2016,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,3.100347888
JOR,Jordan,Middle East,International Finance Corporation,International Finance Corporation,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,55.05345439
JOR,Jordan,Middle East,Canada,Global Affairs Canada,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,11.29587781
JOR,Jordan,Middle East,Islamic Development Bank,Islamic Development Bank,2017,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,30.72750943
JOR,Jordan,Middle East,Japan,Japanese International Co-operation Agency,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Concessional loan,55.5653925
JOR,Jordan,Middle East,France,Proparco,2016,Renewables,Wind energy,Onshore wind energy,Debt,Standard loan,51.99622287
JOR,Jordan,Middle East,France,Proparco,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,36.88675694
JOR,Jordan,Middle East,EU Institutions,European Commission,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,52.48059376
KAZ,Kazakhstan,Asia,Japan,Japanese International Co-operation Agency,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.010214372
KAZ,Kazakhstan,Asia,Japan,Japanese International Co-operation Agency,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.037421612
KAZ,Kazakhstan,Asia,Japan,Japanese International Co-operation Agency,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.009641
KAZ,Kazakhstan,Asia,Iceland,Ministry of Foreign Affairs,2018,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,0.081731505
KAZ,Kazakhstan,Asia,Germany,Federal Ministry of Finance,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.535256
KAZ,Kazakhstan,Asia,Asian Infrastructure Investment Bank,Asian Infrastructure Investment Bank,2019,Renewables,Wind energy,Wind energy n.e.s.,Debt,Standard loan,46.7
KAZ,Kazakhstan,Asia,UNDP,UNDP,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.00975097
KAZ,Kazakhstan,Asia,UNDP,UNDP,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.02506
KAZ,Kazakhstan,Asia,Global Environment Facility,GEF Trust Fund,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.053079233
KAZ,Kazakhstan,Asia,Iceland,Ministry of Foreign Affairs,2019,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,0.036181
KAZ,Kazakhstan,Asia,Iceland,Ministry of Foreign Affairs,2020,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,0.008155569
KAZ,Kazakhstan,Asia,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,45.85951147
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2019,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,30.022865
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2017,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,41.53854012
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,21.58162297
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2019,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,55.933278
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,36.38071676
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2019,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,40.282861
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,51.69779685
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2019,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,24.41061786
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2020,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,23.27976291
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2020,Renewables,Wind energy,Onshore wind energy,Debt,Standard loan,18.46823364
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2019,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,11.487916
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2019,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,4.403196
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2019,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,24.565323
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2020,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,3.973460773
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2020,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,1.95087181
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2018,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,7.964334995
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2018,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,25.87280105
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2018,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,22.24201769
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2018,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,34.15552385
KAZ,Kazakhstan,Asia,European Bank for Reconstruction and Development,EBRD,2018,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,50.11313872
KAZ,Kazakhstan,Asia,UNDP,UNDP,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.01222
KAZ,Kazakhstan,Asia,Green Climate Fund,Green Climate Fund,2017,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,108.5705333
KAZ,Kazakhstan,Asia,Asian Development Bank,Asian Development Bank,2019,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,11.5
KAZ,Kazakhstan,Asia,Asian Development Bank,Asian Development Bank,2019,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,29.749354
KAZ,Kazakhstan,Asia,Germany,Federal Ministry of Finance,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.240615635
KGZ,Kyrgyzstan,Asia,Japan,Japanese International Co-operation Agency,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.006803246
KGZ,Kyrgyzstan,Asia,Japan,Japanese International Co-operation Agency,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.051862411
KGZ,Kyrgyzstan,Asia,Japan,Japanese International Co-operation Agency,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.009641
KGZ,Kyrgyzstan,Asia,Korea,Korea International Cooperation Agency,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.064297028
KGZ,Kyrgyzstan,Asia,Germany,Foreign Office,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.069887798
KGZ,Kyrgyzstan,Asia,Finland,Ministry of Foreign Affairs,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.011394128
KGZ,Kyrgyzstan,Asia,Asian Development Bank,Asian Development Bank,2016,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,17.37103055
KGZ,Kyrgyzstan,Asia,Asian Development Bank,Asian Development Bank,2019,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,34.0
KGZ,Kyrgyzstan,Asia,Asian Development Bank,Asian Development Bank,2016,Renewables,Renewable hydropower,Renewable hydropower,Debt,Concessional loan,20.84523249
KGZ,Kyrgyzstan,Asia,Asian Development Bank,Asian Development Bank,2019,Renewables,Renewable hydropower,Renewable hydropower,Debt,Concessional loan,52.2
KGZ,Kyrgyzstan,Asia,Asian Development Bank,Technical Assistance Special Fund (TASF),2017,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,1.126675346
LAO,Lao People's Democratic Republic,Asia,Japan,Japanese International Co-operation Agency,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.031222308
LAO,Lao People's Democratic Republic,Asia,Japan,Japanese International Co-operation Agency,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.146501145
LAO,Lao People's Democratic Republic,Asia,Japan,Japanese International Co-operation Agency,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.098932
LAO,Lao People's Democratic Republic,Asia,France,COOP DECENTRAL/MAE,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.001143694
LAO,Lao People's Democratic Republic,Asia,China,Ex-Im Bank of China,2017,Renewables,Renewable hydropower,Renewable hydropower,Debt,Standard loan,173.2571099
LAO,Lao People's Democratic Republic,Asia,China,Ex-Im Bank of China,2017,Renewables,Renewable hydropower,Renewable hydropower,Debt,Standard loan,376.5420349
LAO,Lao People's Democratic Republic,Asia,China,Ex-Im Bank of China,2017,Renewables,Renewable hydropower,Renewable hydropower,Debt,Standard loan,92.03130625
LAO,Lao People's Democratic Republic,Asia,China,Ex-Im Bank of China,2016,Renewables,Renewable hydropower,Renewable hydropower,Debt,Standard loan,338.3614697
LAO,Lao People's Democratic Republic,Asia,China,Ex-Im Bank of China,2018,Renewables,Renewable hydropower,Renewable hydropower,Debt,Standard loan,387.7903358
LAO,Lao People's Democratic Republic,Asia,China,Ex-Im Bank of China,2017,Renewables,Renewable hydropower,Renewable hydropower,Debt,Standard loan,1742.822999
LAO,Lao People's Democratic Republic,Asia,China,Ex-Im Bank of China,2016,Renewables,Renewable hydropower,Renewable hydropower,Debt,Standard loan,396.1561306
LAO,Lao People's Democratic Republic,Asia,Korea,Korea International Cooperation Agency,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.096057253
LAO,Lao People's Democratic Republic,Asia,Korea,Korea International Cooperation Agency,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.096057253
LAO,Lao People's Democratic Republic,Asia,Korea,Miscellaneous,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.935261902
LAO,Lao People's Democratic Republic,Asia,Korea,Miscellaneous,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,1.879354
LAO,Lao People's Democratic Republic,Asia,Korea,Miscellaneous,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.229127
LAO,Lao People's Democratic Republic,Asia,Finland,FinnFund,2020,Renewables,Renewable hydropower,Renewable hydropower,Debt,Standard loan,0.191818905
LAO,Lao People's Democratic Republic,Asia,Austria,Austrian Development Agency,2017,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,0.578774587
LAO,Lao People's Democratic Republic,Asia,Austria,Austrian Development Bank,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.052409545
LAO,Lao People's Democratic Republic,Asia,Austria,Austrian Development Bank,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.09265996
LAO,Lao People's Democratic Republic,Asia,Austria,Austrian Development Bank,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.023095163
LAO,Lao People's Democratic Republic,Asia,Austria,Austrian Development Bank,2017,Renewables,Multiple renewables,Multiple renewables,Equity,Common equity,5.78774895
LAO,Lao People's Democratic Republic,Asia,Austria,Austrian Development Bank,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.026123381
LAO,Lao People's Democratic Republic,Asia,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,17.71844761
LAO,Lao People's Democratic Republic,Asia,United States,Trade and Development Agency,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.472309804
LAO,Lao People's Democratic Republic,Asia,United States,Trade and Development Agency,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.008388898
LAO,Lao People's Democratic Republic,Asia,New Zealand,Ministry of Foreign Affairs and Trade,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.110410135
LAO,Lao People's Democratic Republic,Asia,New Zealand,Ministry of Foreign Affairs and Trade,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.087579006
LAO,Lao People's Democratic Republic,Asia,Norway,FK Norway,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.009838413
LAO,Lao People's Democratic Republic,Asia,Australia,Australian Government,2018,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,0.214983798
LAO,Lao People's Democratic Republic,Asia,Australia,Australian Government,2016,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,0.522953966
LAO,Lao People's Democratic Republic,Asia,Global Green Growth Institute,Green Growth Planning and Implementation,2019,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.079143
LAO,Lao People's Democratic Republic,Asia,Global Green Growth Institute,Green Growth Planning and Implementation,2020,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.044896266
LAO,Lao People's Democratic Republic,Asia,Norway,Norwegian Agency for Development Co-operation,2017,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,0.138010776
LAO,Lao People's Democratic Republic,Asia,Norway,Norwegian Agency for Development Co-operation,2018,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,0.324403427
LAO,Lao People's Democratic Republic,Asia,Norway,NORFUND,2019,Renewables,Renewable hydropower,Renewable hydropower,Debt,Standard loan,0.098092
LAO,Lao People's Democratic Republic,Asia,Norway,NORFUND,2020,Renewables,Renewable hydropower,Renewable hydropower,Debt,Standard loan,0.206370918
LAO,Lao People's Democratic Republic,Asia,Canada,Global Affairs Canada,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.00682828
LAO,Lao People's Democratic Republic,Asia,Asian Development Bank,Asian Development Bank,2016,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,0.072958314
LBN,Lebanon,Middle East,Japan,Japanese International Co-operation Agency,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.017082333
LBN,Lebanon,Middle East,UNDP,UNDP,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.03270124
LBN,Lebanon,Middle East,Italy,Direzione Generale per la Cooperazione allo Sviluppo,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.298771191
LBN,Lebanon,Middle East,Italy,Direzione Generale per la Cooperazione allo Sviluppo,2019,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.240258
LBN,Lebanon,Middle East,Turkey,Turkey,2020,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.045134053
LBN,Lebanon,Middle East,Italy,"Public universities, research institutes and Italian red cross",2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.191092782
LBN,Lebanon,Middle East,Poland,Ministry of Foreign Affairs,2019,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.052085
LBN,Lebanon,Middle East,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,1.042261624
LBN,Lebanon,Middle East,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,14.59166274
LBN,Lebanon,Middle East,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,3.647915685
LBN,Lebanon,Middle East,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,4.169046497
LBN,Lebanon,Middle East,UNDP,UNDP,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.036163352
LBN,Lebanon,Middle East,UNDP,UNDP,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.011276398
LBN,Lebanon,Middle East,Italy,"Public universities, research institutes and Italian red cross",2018,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.015321085
LBN,Lebanon,Middle East,Italy,Central administration,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.131773289
